episode,reward,avg_delay,throughput,epsilon,loss
86,-1058.0599999999968,4.4375,811,0.050000000000000044,0.651320219039917
87,-1070.2999999999984,4.8125,748,0.050000000000000044,0.1175771951675415
88,-1072.8999999999965,4.800000190734863,749,0.050000000000000044,0.1769721806049347
89,-1073.339999999998,6.384615421295166,563,0.050000000000000044,0.15887542068958282
90,-1066.6399999999974,4.266666889190674,843,0.050000000000000044,0.153042271733284
91,-1066.5399999999956,2.692307710647583,1337,0.050000000000000044,0.277993768453598
92,-1037.8199999999974,3.5238094329833984,1021,0.050000000000000044,0.1754816174507141
93,-1085.9199999999967,4.125,872,0.050000000000000044,0.14820605516433716
94,-1052.5199999999977,2.60606050491333,1381,0.050000000000000044,0.246157705783844
95,-1085.3599999999974,5.0,720,0.050000000000000044,0.19442519545555115
96,-1034.4799999999968,4.888888835906982,736,0.050000000000000044,0.1344892382621765
97,-1050.9399999999969,4.294117450714111,838,0.050000000000000044,0.1376904547214508
98,-1044.6799999999982,4.235294342041016,849,0.050000000000000044,0.19694283604621887
99,-1053.759999999996,4.9285712242126465,730,0.050000000000000044,0.1958647072315216
100,-1052.9399999999976,3.736842155456543,963,0.050000000000000044,0.11895345151424408
101,-1087.6799999999976,3.409090995788574,1055,0.050000000000000044,0.1300869882106781
102,-1060.0599999999959,4.842105388641357,743,0.050000000000000044,0.13967542350292206
103,-1050.579999999996,3.125,1152,0.050000000000000044,0.14097844064235687
104,-1076.5199999999961,3.857142925262451,933,0.050000000000000044,0.15666396915912628
105,-1075.5199999999975,3.473684310913086,1036,0.050000000000000044,0.6387774348258972
106,-1069.779999999999,4.3125,834,0.050000000000000044,0.7074461579322815
107,-1078.9599999999964,2.640000104904175,1363,0.050000000000000044,0.21052229404449463
108,-1076.0799999999963,2.655172348022461,1355,0.050000000000000044,0.1724417507648468
109,-1074.9399999999973,4.176470756530762,861,0.050000000000000044,0.12950971722602844
110,-1047.8199999999963,4.0625,886,0.050000000000000044,0.14472906291484833
111,-1042.9999999999961,4.55555534362793,790,0.050000000000000044,0.15917673707008362
112,-1047.6599999999967,2.8333332538604736,1270,0.050000000000000044,0.1224147379398346
113,-1052.199999999997,4.1875,859,0.050000000000000044,0.15507136285305023
114,-1046.9199999999964,3.722222328186035,967,0.050000000000000044,0.5942223072052002
115,-1064.5199999999975,3.1363637447357178,1147,0.050000000000000044,0.2110801488161087
116,-1064.399999999997,3.1034483909606934,1159,0.050000000000000044,0.11373604089021683
117,-1053.5199999999966,5.0,720,0.050000000000000044,0.13731378316879272
118,-1055.639999999998,4.058823585510254,886,0.050000000000000044,0.12293528765439987
119,-1070.8799999999967,1.7027027606964111,2114,0.050000000000000044,0.17326609790325165
120,-1036.2199999999973,4.1875,859,0.050000000000000044,0.6077902317047119
121,-1039.8199999999972,3.3809523582458496,1064,0.050000000000000044,0.1610373705625534
122,-1063.4999999999964,2.9583332538604736,1216,0.050000000000000044,0.23183418810367584
123,-1076.5999999999976,5.153846263885498,698,0.050000000000000044,0.13953225314617157
124,-1062.2399999999973,4.117647171020508,874,0.050000000000000044,0.11484701931476593
125,-1048.6799999999973,6.699999809265137,537,0.050000000000000044,0.2074298858642578
126,-1042.4199999999971,2.909090995788574,1237,0.050000000000000044,0.0956876277923584
127,-1039.1599999999967,3.8333332538604736,939,0.050000000000000044,0.13412517309188843
128,-1046.8999999999971,4.666666507720947,771,0.050000000000000044,0.10073172301054001
129,-1053.9999999999966,5.833333492279053,617,0.050000000000000044,0.14188463985919952
130,-1046.719999999997,3.6111111640930176,996,0.050000000000000044,0.2071952074766159
131,-1031.4799999999966,3.722222328186035,967,0.050000000000000044,0.14859645068645477
132,-1046.8999999999974,2.2068965435028076,1631,0.050000000000000044,0.23454661667346954
133,-1048.4799999999987,6.2727274894714355,573,0.050000000000000044,0.48670294880867004
134,-1058.3599999999974,3.6315789222717285,991,0.050000000000000044,0.16597634553909302
135,-1054.5799999999954,3.8181817531585693,942,0.050000000000000044,0.1917371153831482
136,-1061.1599999999976,4.117647171020508,874,0.050000000000000044,0.22262340784072876
137,-1049.7599999999961,3.722222328186035,967,0.050000000000000044,0.18814173340797424
138,-1101.0399999999986,5.538461685180664,649,0.050000000000000044,0.09156911075115204
139,-1072.0999999999976,4.5333333015441895,794,0.050000000000000044,0.11804457753896713
140,-1073.0599999999968,4.117647171020508,874,0.050000000000000044,0.2330339550971985
141,-1056.4799999999973,4.1875,859,0.050000000000000044,0.1574227213859558
142,-1091.6999999999978,2.133333444595337,1687,0.050000000000000044,0.20336195826530457
143,-1056.5399999999968,2.8636362552642822,1257,0.050000000000000044,0.10397645831108093
144,-1057.0999999999972,4.733333110809326,760,0.050000000000000044,0.20180948078632355
145,-1050.9799999999966,3.0833332538604736,1167,0.050000000000000044,0.5272035002708435
146,-1051.7399999999961,4.9375,729,0.050000000000000044,0.18292005360126495
147,-1047.4599999999964,4.4210524559021,814,0.050000000000000044,0.20691044628620148
148,-1062.4599999999978,3.0,1200,0.050000000000000044,0.07643359154462814
149,-1026.919999999997,4.4375,811,0.050000000000000044,0.14536717534065247
150,-1068.0199999999963,3.8235294818878174,941,0.050000000000000044,0.1902455985546112
151,-1031.399999999997,2.9600000381469727,1216,0.050000000000000044,0.20778293907642365
152,-1042.4199999999967,3.526315689086914,1020,0.050000000000000044,0.16167095303535461
153,-1051.419999999995,2.4827585220336914,1450,0.050000000000000044,0.20371881127357483
154,-1052.9599999999966,2.759999990463257,1304,0.050000000000000044,0.12005697935819626
155,-1067.5399999999977,3.6086957454681396,997,0.050000000000000044,0.17603334784507751
156,-1060.7199999999968,3.344827651977539,1076,0.050000000000000044,0.1921834796667099
157,-1049.9999999999975,5.0,720,0.050000000000000044,0.14935894310474396
158,-1059.519999999996,2.7200000286102295,1323,0.050000000000000044,0.09572489559650421
159,-1067.799999999996,3.3478260040283203,1075,0.050000000000000044,0.13242745399475098
160,-1056.5999999999963,3.4000000953674316,1058,0.050000000000000044,0.1434638500213623
161,-1064.3199999999968,3.526315689086914,1020,0.050000000000000044,0.13968752324581146
162,-1066.2799999999977,3.1666667461395264,1136,0.050000000000000044,0.1565256118774414
163,-1047.6999999999973,4.235294342041016,849,0.050000000000000044,0.18570782244205475
164,-1035.1799999999962,7.333333492279053,490,0.050000000000000044,0.15350866317749023
165,-1050.6199999999965,3.3333332538604736,1080,0.050000000000000044,0.09017477929592133
166,-1032.0599999999986,3.238095283508301,1111,0.050000000000000044,0.14201730489730835
167,-1076.8999999999971,3.6363637447357178,989,0.050000000000000044,0.1208944097161293
168,-1056.739999999995,2.7826087474823,1293,0.050000000000000044,0.13656699657440186
169,-1044.4199999999983,6.75,533,0.050000000000000044,0.08695676922798157
170,-1052.5799999999967,2.9259259700775146,1230,0.050000000000000044,0.1879611313343048
171,-1049.599999999997,3.777777671813965,952,0.050000000000000044,0.19931846857070923
172,-1055.1999999999957,4.5333333015441895,794,0.050000000000000044,0.08520548045635223
173,-1034.5799999999963,5.5,654,0.050000000000000044,0.14506830275058746
174,-1055.2799999999957,2.884615421295166,1247,0.050000000000000044,0.1025683730840683
175,-1061.199999999998,6.0,600,0.050000000000000044,0.1856902837753296
176,-1070.3999999999971,4.199999809265137,857,0.050000000000000044,0.1674518883228302
177,-1048.4199999999967,4.1875,859,0.050000000000000044,0.1720873862504959
178,-1056.499999999997,2.4814815521240234,1450,0.050000000000000044,0.133387491106987
179,-1056.7599999999961,2.9583332538604736,1216,0.050000000000000044,0.10411885380744934
180,-1061.1599999999967,4.625,778,0.050000000000000044,0.13226360082626343
181,-1044.4599999999975,4.0,900,0.050000000000000044,0.1602262407541275
182,-1068.179999999998,2.5,1440,0.050000000000000044,0.21977666020393372
183,-1050.1599999999962,3.5714285373687744,1008,0.050000000000000044,0.14027535915374756
184,-1043.1999999999964,4.714285850524902,763,0.050000000000000044,0.15719707310199738
185,-1044.799999999996,3.0,1200,0.050000000000000044,0.2325255423784256
186,-1042.6199999999967,2.5999999046325684,1384,0.050000000000000044,0.2212616503238678
187,-1048.099999999997,5.153846263885498,698,0.050000000000000044,0.17293857038021088
188,-1024.9399999999962,3.736842155456543,963,0.050000000000000044,0.16274788975715637
189,-1051.079999999997,5.117647171020508,703,0.050000000000000044,0.1394103765487671
190,-1047.7399999999975,5.230769157409668,688,0.050000000000000044,0.15085195004940033
191,-1040.5799999999967,3.6842105388641357,977,0.050000000000000044,0.17423629760742188
192,-1067.0199999999963,4.4375,811,0.050000000000000044,0.17688806354999542
193,-1042.2799999999982,2.46875,1458,0.050000000000000044,0.6109790802001953
194,-1043.4999999999977,4.277777671813965,841,0.050000000000000044,0.15500307083129883
195,-1049.2999999999972,4.050000190734863,888,0.050000000000000044,0.18944880366325378
196,-1058.459999999996,2.5199999809265137,1428,0.050000000000000044,0.16314879059791565
197,-1049.4199999999971,3.8235294818878174,941,0.050000000000000044,0.18477122485637665
198,-1061.259999999997,3.0999999046325684,1161,0.050000000000000044,0.18763305246829987
199,-1051.5599999999963,3.95652174949646,909,0.050000000000000044,0.13230092823505402
